Designator,Footprint,Quantity,Value,LCSC Part #
J1,CONN12_2077601281_MOL,1,2077601281,
"U1, U10, U2, U3, U4, U5, U6, U7, U8, U9",C2826546-BWCD-L4.5W2.0H2.3,10,~,
"U11, U12, U13, U14, U15, U16, U17, U18, U19, U20",C2826546-BWCD-L4.5W2.0H2.3_only_Pad_D2.0mm_1,10,~,
